رقم الصنف,الوصف,عدد الباركودات,الباركودات
38027,قهوة العميد غامق مع هيل 225 جرام,2,6254000115033 | 6254000115019
38031,قهوة قهوتنا 20 جرام - باكو × 20,2,2000828033363 | 2000802803371
38039,قهوة مزاج 16 جرام 1 شيكل,2,6253503974024 | 6253503970132
38040,,2,331041+000100 | 331042+000100
38046,عرض قهوة بستان يافا 500 جم وسط بالهيل,1,2009734152120
38050,قهوة بن ازحيمان 16 جرام,2,6253337103065 | 6253337103072
38051,قهوة بن ازحيمان 1 شيكل 16 جرام - باكو × 28,1,6253337103263
38052,قهوة بن ازحيمان 2/3 شقراء 250 جرام,4,6253337100200 | 6253337100231 | 6253337100224 | 6253337100217
38053,,1,6253337103218
38054,قهوة بن ازحيمان تركية 7 جرام,1,6253337103058
38055,قهوة بن السلطان 1 كيلو,1,2005662807781
38056,قهوة بن السلطان 250 جرام,1,5668779145770
38057,قهوة بن جور 1 كيلو,1,2005662908884
38058,قهوة بن جور 100 جرام,1,2009001945974
38059,قهوة بن جور 20 جرام,1,2005263330862
38060,قهوة بن جور 20 جرام - ياكو × 24,1,2005994588000
38061,قهوة سوا 200 جرام,10,2009705994285 | 2009705994384 | 6905555688113 | 2005988456786 | 2008290123469 | 2008290123452 | 2008290123476 | 2008290123483 | 2009420006133 | 2005988456793
38062,قهوة بن عثمان 24 جرام,0,
38063,قهوة بن عثمان 24 جرام - باكو × 24 قطعه,2,59945404011 | 946
38064,,1,2002004807522
38068,قهوة خصوصي شقراء 250 جرام,1,6253503970255
38070,قهوة دايمة وسط 250 جرام,1,6253337100934
38073,قهوة ديليس 18 جم كرتونة / 24,1,972578011002
38076,قهوة رواق غامق 250 جرام,2,6253503975465 | 6223017441084
38080,قهوة شاحور تركية 1 كيلو,2,7290008751902 | 6253805830011
38081,قهوة شيري 250 جرام - بدري وهنية بالهيل,1,6253361902153
38087,,1,7290018711095
38089,قهوة عليت برازيلي 100 جرام,1,7290112335074
38090,قهوة عليت تركية 1 كيلو,1,7290000176116
38091,قهوة عليت تركية100 جرام,1,7290000176062
38092,قهوة عليت تركية 200 جرام,1,7290000177694
38096,قهوة لذيذة 250 جرام,5,9010007000010 | 9010007300011 | 9010000000017 | 9010000000178 | 9721054789031
38098,قهوة مزاج نصف محروقة 100 جرام,2,6253503971573 | 6223017440780
38099,,2,6253503971580 | 6223017440711
38103,قهوة ميلانو شقراء بالهيل 250 جرام - بدري وهنية,1,6253503974352
38105,,0,
38107,,1,2005988300065
38110,قهوة الربيع + هدية 250 جم,2,2018102020411 | 2018102021043
38112,قهوة العميد 225 جرام ALameed / Light,4,6254000115750 | 6254000115767 | 2106000381120 | 6254000115743
38116,,1,2107212504598
38118,,1,2008248074829
38149,قهوة ماكسويل هاوس 311 جرام -,2,43000029350 | 43000029268
38160,قهوة تايم 250 جرام - COFFEE TIME,1,9725990121214
38179,قهوة جاز 100 جم jazz,1,693493061681
38184,,2,8697447040809 | 8697447040823
38206,قهوة فلتر لافازا 1 كيلو LAVAZZA - روزا,2,8000070035904 | 8000070024441
38207,,1,7290010502202
38211,,1,2107212504598
38215,,2,6224007767696 | 6224000023867
38216,,1,608614319879
38218,قهوة الذهبة  100 جرام -,1,599488699016
38219,قهوة - ماجستك 250 جرام -,1,9059971734750
38222,قهوة مودي كافيه 200 جرام Mody Coffee,1,9721054789000
38231,,3,6223017441091 | 6223017441107 | 6223017441114
38232,قهوة تركي بدري وهنية 100 جرام- سادة,1,6223017441053
38233,,2,2257460503154 | 2002004807539
38235,قهوة بن الحموي كلاسيك هال 180 جرام,4,6210554038150 | 6210554048111 | 6210554058134 | 6210554028021
38236,قهوة بن الحموي اكسترا هال 450 جرام,2,6210554058189 | 6210554038204
38242,قهوه بن الحموي غامقة اكسترا هال 90 جرام,4,6210554038013 | 6210554048012 | 6210554028014 | 6210554118012
38248,,1,6225000668027
38250,,1,8681072009034
38254,,1,6002625700000
38260,,3,6210558039047 | 6210558049046 | 6210558109016
39009,نشا ذرة الكسيح 350 جرام Kasih,1,6253001065026
39013,سحلب  تالين بكيت 28جم / TALEEN CAFE,3,6254000409699 | 6254000409743 | 6254000409583
39016,سحلب 30 غم / sahlap,1,6254000084582
39019,,1,2005972278370
39021,,1,2001402583458
40021,,1,8699394450076
40023,,1,8699394450069
40026,مياه معدنية سيرما 500 مل - شرحة × 12,1,8691058141955
40029,,1,959
40040,مياه معدينة سيرما 1.5 لتر - شرحة × 6,1,8691058141986
40044,,1,7290019056966
40045,,2,8699015750912 | 8699015750134
40088,مياه معدنية فاميليي 500  مل,1,6254000767034
40096,مياه معدنية فوريو  500 مل,2,7290015910781 | 6253352600266
40106,,1,8680805270192
40113,,1,6254000767010
40122,فطر تينو 400 جرام,1,6224000515485
40123,nawon قهوه مثلجة 180 ملي / black coffee,3,8936177704866 | 8936177704897 | 8936177704873
42001,,0,
42002,ايس كوفي لونا موكا 190 مل Luna,3,6281020318335 | 6281020318236 | 6281020172456
42003,مشروب غازي ميرندا 1 لتر,3,9903001360641 | 9903001360603 | 9903001360627
42004,مشروب غازي ميرندا 1 لتر كرتونة × 6,1,9903001360696
42005,بيبسي 1.5 لتر,4,9903001360115 | 9903001360139 | 9903001360122 | 9903001360184
42006,ببسي 1.5 لتر شرحة ×6,1,9903001370602
42007,بيبسي 2 لتر,4,9903001360702 | 9903001360726 | 9903001360719 | 6251919000085
42010,ميرندا 250 مل Mirinda,4,6223001361749 | 6223001361725 | 6223001361732 | 6251919000559
42011,بيبسي  330 مل,3,6223001360063 | 6223001360285 | 6223001360506
42013,ميرندا بلاستك 250 مل,4,9903001360276 | 9903001360269 | 9903001360252 | 6251919000535
42015,,1,9904001360624
42016,سفن اب فري 330 مل,6,6251919000511 | 6251919000672 | 6251919000528 | 6251919000498 | 6251919000481 | 6251919000504
42021,سوبر وان عنب 1 لتر,3,597600400052 | 597600400045 | 597600400076
42023,سيتي كافيه قهوة مثلجة موكا 180 مل City,1,6210554279188
42025,شراب اجا مانجا 250 مل AGA,3,6221055006036 | 6221055006203 | 6221055006135
42026,حليب موز بلادي كيدز 200 مل / الجبريني,3,6253503521969 | 6253503521761 | 6253503521860
42029,,2,6266260007 | 2002881330014
42035,شراب جرين لاند لذيذو مانجا 200 مل,2,6223004772368 | 6223004772405
42037,شراب جهينة برتقال 235 مل,5,6222014330537 | 6222014330506 | 6222014330520 | 6222014330513 | 6222014330490
42039,,3,6222014336683 | 6222014336690 | 6222014336713
42043,شراب لاكتيل فراولة 225 مل Loctel,4,6223003777029 | 6223003776862 | 6223003777012 | 6223003777036
42044,حليب جهينة شوكلاتة 200 مل,3,6222014310881 | 6222014310898 | 6222014310928
42045,شوكو سائل المراعي موز 200 مل,6,6223001876908 | 6223001876861 | 6223001876854 | 6223001877165 | 6223001877202 | 6223001877172
42047,شوكو لمار  بالشوكلاتة 200 مل,3,6224008637059 | 6224008637066 | 6224008637073
42048,مشروب شعير شويبس بطعم الاناناس 330 مل,7,5449000171535 | 5449000112217 | 5449000030856 | 7290017023625 | 7290017023601 | 7290017023618 | 7290017888743
42051,عصير اجا مانجا 330 مل AGA,6,6221055006043 | 6221055006524 | 6221055006074 | 6221055006067 | 6221055006081 | 6221055006364
42053,عصير الصافي عنب 1 لتر Alsafi,3,2002579211120 | 2002579211144 | 2002579211113
42055,عصير الصافي مانجا 1.5 لتر Alsafi,4,2002579311141 | 2002579311110 | 2002579311127 | 2002579311158
42056,عصير اونو بذور الريحان ليتشي 290 مل Uno,4,8858908302816 | 8858908303554 | 8858908302809 | 8858908303684
42059,عصير ايبال مانجا 1.5 لتر Epal,1,6225000269538
42061,عصير ايبال مانجا 325 مل - بزاز Epal,1,6225000269552
42063,عصير بست جوافة 1 لتر Best,3,718791605105 | 718791618204 | 718791808124
42064,عصير بست جوافة 250 مل - زجاج,3,718791605112 | 718791618440 | 718791808223
42066,عصير بيتي مانجا 1 لتر Beyti,3,6223001879114 | 6223001879145 | 6223001879121
42067,عصير تابوزينا مانجا 1.5 لتر,10,7290012404283 | 7290003608898 | 7290002663522 | 7290001247952 | 7290003608546 | 7290002663539 | 7290002663881 | 7290011051938 | 7290017888903 | 7290019056362
42069,عصير تابوزينا مانجا 330 مل,9,7290012404313 | 7290008757850 | 7290008757836 | 7290008757829 | 7290008757843 | 7290012404221 | 7290019153337 | 7290019056348 | 7290019153320
42071,عصير توب عنب 400 مل Top,3,6251659000147 | 6251659000116 | 2004951640641
42073,عصير توب عنب 1 لتر Top,4,6251659000918 | 6251659000932 | 6251659000925 | 6251659000901
42074,عصير توب 330 مل بطعم البرتقال,1,321854443219
42077,عصير توب درينك عنب 1 لتر Top Drink,5,6253504270217 | 6253504270248 | 6253504270255 | 6253504270224 | 6253504270200
42078,عصير توب درينك مانجا 330 مل - زجاج,5,6253504270361 | 6253504270378 | 6253504270415 | 6253504270385 | 6253504270392
42080,عصير توب درينك بلاستك 500 مل بطعم المانجو,5,6253504270477 | 6253504270446 | 6253504270453 | 6253504270484 | 6253504270460
42082,عصير جهينة مانجا 1 لتر,5,6222014336133 | 6222014336188 | 6222014336157 | 6222014336171 | 6222014336140
42086,عصير فيرست حبيبات عنب 240 مل,24,6253506684418 | 6253504310548 | 6253504310562 | 6253506681233 | 6253506681226 | 6290050603236 | 6290050603410 | 6290050603403 | 6251897400105 | 6251897400112 | 6251897400099 | 6254000067158 | 6253506681202 | 6251897250021 | 6254000157064 | 6253506684227 | 6253506684234 | 6251897400433 | 6253506684210 | 6290050603243 | 6251897400044 | 6251897400075 | 2106000420850 | 6253506684425
42087,عصير حبيبات ماتركس اناناس 240 مل--,1,6253506681066
42091,عصير راوخ مانجا 355 مل Rauch,4,9008700153843 | 90169496 | 90169274 | 9008700164788
42092,عصير ريتا ألوفيرا 330 مل,7,8936020034324 | 8936020031224 | 8935270808556 | 8936020031729 | 8936020033662 | 8936020053813 | 8935270808549
42094,عصير فاميلي ليمون ونعنع 400 مل,5,7290014019331 | 7290014019362 | 7290014019355 | 7290014019348 | 7290014019317
42095,عصير فروتي جوافة 250 مل,3,6224007388969 | 6224007388570 | 6291108010716
42097,عصير فيتنامي خوخ 330 مل,1,8936121110453
42099,عصير فيفا مانجا 1 لتر Viva,3,6221046022021 | 6221046022519 | 6221046022212
42100,عصير كل يوم كوكتيل 180 مل kolyoum,3,6223001876069 | 6223001876052 | 6223001876045
42101,عصير كل يوم جوافة 900 مل,3,6223001877141 | 6223001877134 | 6223001877158
42103,عصير كوزو بالجلي عنب 350 مل,4,9555614201622 | 9555614201660 | 9555614201615 | 9555614201653
42105,عصير لمار كوكتيل 1 لتر Lamar,5,6224001105883 | 6224008637011 | 6224001105104 | 6224001105111 | 6224001105838
42106,عصير لمار تفاح طبيعي 1 لتر Lamar,7,6224001105098 | 6224001105487 | 6224001105517 | 6224001105081 | 6224008637028 | 6224008637035 | 6224001105425
42108,عصير لمار مانجا طبيعي 200 مل Lamar,6,6224008637165 | 6224001105661 | 6224001105128 | 6224001105845 | 6224001105135 | 6224001105494
42110,عصير ماكسي توت ازرق وخوخ 330 مل Maxi,5,6224008526308 | 6224008526315 | 6224008526339 | 6224008526322 | 6224008526421
42111,عصير نادوو مانجا 250 مل Nadoo,1,6224007509104
42113,عصير ناون فواكه 330 مل Nawon,8,8936177700127 | 8936177700097 | 8936177700103 | 8936177700134 | 8936177700110 | 8936177700158 | 8936177701148 | 8936177701117
42115,فانتا برتقال 1.5 لتر Fanta,2,5449000052926 | 7290110115296
42117,فيروز علب 250 مل بطعم التفاح الاحمر,2,6281107250510 | 6281107251210
42119,قهوة دي رويال اورجنال 185 مل,3,6251932000468 | 6251932000482 | 6251932000475
42121,كوكا كولا 1.5 لتر Coca Cola,3,5449000051981 | 5449000012203 | 5449000303363
42122,سبرايت دايت 330 مل,6,5449000053008 | 5449000111449 | 5449000053879 | 5449000131805 | 7290110110659 | 7290011018467
42124,سبرايت علب 150 مل,5,54492127 | 5449000251480 | 5449000251473 | 54492578 | 90357473
42126,مشروب غازي ايجا 250 مل كولا,5,6251897000428  - | 6251897000435 - | 6251897000442 - | 0655729308045 - | 655729308038 -
42128,,2,6224009398072 | 6224009398034
42130,,2,6224009398089 | 6224009398041
42134,عصير حبيبات راني   240 مل - كوتيل,2,6281034015022 | 6281034903572
42143,مشروب بفاريا خوخ 330 مل - علب,5,8714800018289 | 8714800025775 | 8714800023214 | 8714800014434 | 8714800027847
42145,مشروب بفاريا مانجا وفلورا 500 مل - علب,6,8714800036023 | 8714800017602 | 8714800011426 | 8714800036030 | 8714800040846 | 8714800040822
42149,مشروب جهينة بخيرة 200مل بطعم التفاح,2,6222014336720 | 6222014336751
42152,مشروب حبيبات عصير اورجينال  300مل بطعم,2,6281100518716 | 6281100518709
42157,مشروب شعير بفاريا 330 مل زجاج سادة,8,8714800003384 | 8714800025706 | 8714800017473 | 8714800027878 | 8714800019927 | 8714800036009 | 8714800035989 | 8714800051309
42160,مشروب شعير بيرلي اناناس 330 مل Barley,6,6225000329423 | 6225000329454 | 6225000329492 | 6225000329478 | 6224010038011 | 6224010038035
42172,مشروب شويبس تفاح 1.125 لتر Schweppes,8,7290016006278 | 7290016006070 | 7290016006087 | 7290017023175 | 7290016006162 | 7290016006063 | 7290119778546 | 7290016006094
42178,مشروب طاقة بور هاوس 250 مل,2,9008442000085 | 9008442000450
42180,مشروب أناناس بارلي جولد 330 مل / Barley,1,5449663329878
42189,مشروب طاقة اسود 500 مل Well Power,1,8696301100239
42190,مشروب عصير  برافو 300 مل بطعم البرتقال,3,6253504270163 | 6253504270170 | 6253504270682
42194,مشروب عصير سبرينج 1.5 لتر فواكه استوائية,10,7290006644626 | 7290005564253 | 7290000260969 | 7290000260853 | 7290000260860 | 7290002323198 | 7290016006865 | 7290017023724 | 7290003608089 | 7290000260839
42200,مشروب عصير كابي 1.5 لتر بطعم العنب,7,5449000161482 | 5449000161475 | 5449000151513 | 5449000161499 | 5449000151490 | 5449000292728 | 5449000185273
42204,,1,5032619310022
42206,مشروب غازي امازون توت احمر 250 مل,2,6251932000734 | 6253504310586
42207,مشروب غازي اوسو كولا  1 لتر,2,6221457895245 | 6224083412855
42209,مشروب غازي جرين ليمون 300 مل,6,5206542007476 | 5206542007469 | 5206542007612 | 5206542007483 | 5206542008329 | 5206542009906
42210,مشروب غازي جولدن 1 لتر / بطعم الكوكتيل,10,9909001001195 | 9909001001119 | 9909001001133 | 9909001001157 | 9909001001188 | 9909001001126 | 9909001001140 | 9909001001171 | 9909001001102 | 9909001001164
42213,مشروب غازي جولدن تفاح 1.5 لتر Golden,7,9909001001058 | 9909001001065 | 9909001001034 | 9909001001041 | 9909001001072 | 9909001001027 | 9909001001096
42215,مشروب غازي سوبر رمان 250 مل Super,5,6251897000404 | 6254000067646 | 6251897000374 | 6251897000367 | 6251897000381
